0.00000000	15028059.34641942	0.78252557
0.00000002	15021937.65954808	0.78282353
0.00000004	15015792.25098671	0.78312101
0.00000006	15009623.13043980	0.78341802
0.00000008	15003430.30764919	0.78371456
0.00000010	14997213.79239420	0.78401063
0.00000012	14990973.59449160	0.78430622
0.00000014	14984709.72379545	0.78460135
0.00000016	14978422.19019733	0.78489601
0.00000018	14972111.00362603	0.78519020
0.00000020	14965776.17404782	0.78548392
0.00000022	14959417.71146626	0.78577718
0.00000024	14953035.62592226	0.78606997
0.00000026	14946629.92749394	0.78636229
0.00000028	14940200.62629684	0.78665415
0.00000030	14933747.73248361	0.78694554
0.00000032	14927271.25624434	0.78723647
0.00000034	14920771.20780623	0.78752694
0.00000036	14914247.59743378	0.78781695
0.00000038	14907700.43542858	0.78810649
0.00000040	14901129.73212960	0.78839557
0.00000042	14894535.49791279	0.78868419
0.00000044	14887917.74319140	0.78897235
0.00000046	14881276.47841572	0.78926006
0.00000048	14874611.71407324	0.78954730
0.00000050	14867923.46068856	0.78983408
0.00000052	14861211.72882329	0.79012041
0.00000054	14854476.52907624	0.79040628
0.00000056	14847717.87208312	0.79069170
0.00000058	14840935.76851687	0.79097665
0.00000060	14834130.22908727	0.79126116
0.00000062	14827301.26454125	0.79154521
0.00000064	14820448.88566262	0.79182880
0.00000066	14813573.10327233	0.79211195
0.00000068	14806673.92822806	0.79239464
0.00000070	14799751.37142465	0.79267688
0.00000072	14792805.44379365	0.79295866
0.00000074	14785836.15630373	0.79324000
0.00000076	14778843.51996028	0.79352089
0.00000078	14771827.54580570	0.79380133
0.00000080	14764788.24491908	0.79408132
0.00000082	14757725.62841651	0.79436086
0.00000084	14750639.70745077	0.79463995
0.00000086	14743530.49321156	0.79491860
0.00000088	14736397.99692523	0.79519680
0.00000090	14729242.22985497	0.79547455
0.00000092	14722063.20330079	0.79575186
0.00000094	14714860.92859928	0.79602873
0.00000096	14707635.41712388	0.79630515
0.00000098	14700386.68028455	0.79658113
0.00000100	14693114.72952817	0.79685666
0.00000102	14685819.57633804	0.79713176
0.00000104	14678501.23223425	0.79740641
0.00000106	14671159.70877343	0.79768062
0.00000108	14663795.01754889	0.79795439
0.00000110	14656407.17019045	0.79822772
0.00000112	14648996.17836458	0.79850062
0.00000114	14641562.05377416	0.79877307
0.00000116	14634104.80815875	0.79904509
0.00000118	14626624.45329434	0.79931666
0.00000120	14619121.00099348	0.79958781
0.00000122	14611594.46310506	0.79985851
0.00000124	14604044.85151457	0.80012878
0.00000126	14596472.17814384	0.80039862
0.00000128	14588876.45495122	0.80066802
0.00000130	14581257.69393131	0.80093699
0.00000132	14573615.90711521	0.80120553
0.00000134	14565951.10657035	0.80147363
0.00000136	14558263.30440049	0.80174130
0.00000138	14550552.51274576	0.80200854
0.00000140	14542818.74378248	0.80227535
0.00000142	14535062.00972338	0.80254173
0.00000144	14527282.32281736	0.80280768
0.00000146	14519479.69534966	0.80307320
0.00000148	14511654.13964163	0.80333829
0.00000150	14503805.66805096	0.80360295
0.00000152	14495934.29297139	0.80386719
0.00000154	14488040.02683298	0.80413100
0.00000156	14480122.88210176	0.80439438
0.00000158	14472182.87128005	0.80465734
0.00000160	14464220.00690613	0.80491987
0.00000162	14456234.30155458	0.80518198
0.00000164	14448225.76783580	0.80544367
0.00000166	14440194.41839644	0.80570493
0.00000168	14432140.26591900	0.80596577
0.00000170	14424063.32312217	0.80622618
0.00000172	14415963.60276056	0.80648618
0.00000174	14407841.11762465	0.80674575
0.00000176	14399695.88054100	0.80700491
0.00000178	14391527.90437204	0.80726364
0.00000180	14383337.20201618	0.80752195
0.00000182	14375123.78640756	0.80777985
0.00000184	14366887.67051635	0.80803733
0.00000186	14358628.86734846	0.80829439
0.00000188	14350347.38994571	0.80855103
0.00000190	14342043.25138563	0.80880726
0.00000192	14333716.46478168	0.80906307
0.00000194	14325367.04328285	0.80931846
0.00000196	14316995.00007417	0.80957344
0.00000198	14308600.34837613	0.80982801
0.00000200	14300183.10144508	0.81008216
0.00000202	14291743.27257297	0.81033590
0.00000204	14283280.87508748	0.81058923
0.00000206	14274795.92235186	0.81084214
0.00000208	14266288.42776506	0.81109464
0.00000210	14257758.40476149	0.81134673
0.00000212	14249205.86681124	0.81159842
0.00000214	14240630.82742004	0.81184969
0.00000216	14232033.30012892	0.81210055
0.00000218	14223413.29851462	0.81235100
0.00000220	14214770.83618923	0.81260105
0.00000222	14206105.92680049	0.81285068
0.00000224	14197418.58403137	0.81309991
0.00000226	14188708.82160046	0.81334873
0.00000228	14179976.65326153	0.81359715
0.00000230	14171222.09280401	0.81384516
0.00000232	14162445.15405245	0.81409277
0.00000234	14153645.85086693	0.81433997
0.00000236	14144824.19714263	0.81458677
0.00000238	14135980.20681024	0.81483316
0.00000240	14127113.89383556	0.81507915
0.00000242	14118225.27221980	0.81532474
0.00000244	14109314.35599919	0.81556992
0.00000246	14100381.15924535	0.81581471
0.00000248	14091425.69606500	0.81605909
0.00000250	14082447.98060006	0.81630308
0.00000252	14073448.02702759	0.81654666
0.00000254	14064425.84955965	0.81678985
0.00000256	14055381.46244362	0.81703263
0.00000258	14046314.87996170	0.81727502
0.00000260	14037226.11643134	0.81751701
0.00000262	14028115.18620488	0.81775860
0.00000264	14018982.10366979	0.81799980
0.00000266	14009826.88324839	0.81824060
0.00000268	14000649.53939810	0.81848100
0.00000270	13991450.08661110	0.81872101
0.00000272	13982228.53941463	0.81896062
0.00000274	13972984.91237077	0.81919984
0.00000276	13963719.22007653	0.81943867
0.00000278	13954431.47716359	0.81967710
0.00000280	13945121.69829864	0.81991514
0.00000282	13935789.89818305	0.82015279
0.00000284	13926436.09155307	0.82039005
0.00000286	13917060.29317955	0.82062691
0.00000288	13907662.51786819	0.82086339
0.00000290	13898242.78045938	0.82109947
0.00000292	13888801.09582815	0.82133517
0.00000294	13879337.47888428	0.82157047
0.00000296	13869851.94457199	0.82180539
0.00000298	13860344.50787033	0.82203992
0.00000300	13850815.18379278	0.82227406
